filename,x1,y1,x2,y2,class_name,video_name,frame
./data/images/2019-08-14-08_05_40.518.avi-F101.png,721,355,787,413,LINE_ZIGZAG,2019-08-14 08_05_40.518.avi,101
./data/images/2019-08-14-08_05_40.518.avi-F102.png,722,356,791,418,LINE_ZIGZAG,2019-08-14 08_05_40.518.avi,102
./data/images/2019-08-14-08_05_40.518.avi-F103.png,723,357,795,422,LINE_ZIGZAG,2019-08-14 08_05_40.518.avi,103
./data/images/2019-08-14-08_05_40.518.avi-F104.png,724,358,799,427,LINE_ZIGZAG,2019-08-14 08_05_40.518.avi,104
./data/images/2019-08-14-08_05_40.518.avi-F105.png,725,359,803,432,LINE_ZIGZAG,2019-08-14 08_05_40.518.avi,105
./data/images/2019-08-14-08_05_40.518.avi-F106.png,726,360,807,437,LINE_ZIGZAG,2019-08-14 08_05_40.518.avi,106
./data/images/2019-08-14-08_05_40.518.avi-F107.png,727,361,811,442,LINE_ZIGZAG,2019-08-14 08_05_40.518.avi,107
./data/images/2019-08-14-08_05_40.518.avi-F108.png,728,362,815,446,LINE_ZIGZAG,2019-08-14 08_05_40.518.avi,108
./data/images/2019-08-14-08_05_40.518.avi-F109.png,729,363,819,451,LINE_ZIGZAG,2019-08-14 08_05_40.518.avi,109
./data/images/2019-08-14-08_05_40.518.avi-F110.png,731,364,823,456,LINE_ZIGZAG,2019-08-14 08_05_40.518.avi,110
./data/images/2019-08-14-08_05_40.518.avi-F111.png,732,366,830,464,LINE_ZIGZAG,2019-08-14 08_05_40.518.avi,111
./data/images/2019-08-14-08_05_40.518.avi-F112.png,734,367,837,473,LINE_ZIGZAG,2019-08-14 08_05_40.518.avi,112
./data/images/2019-08-14-08_05_40.518.avi-F113.png,736,369,844,481,LINE_ZIGZAG,2019-08-14 08_05_40.518.avi,113
./data/images/2019-08-14-08_05_40.518.avi-F114.png,737,371,851,490,LINE_ZIGZAG,2019-08-14 08_05_40.518.avi,114
./data/images/2019-08-14-08_05_40.518.avi-F115.png,739,373,849,487,LINE_ZIGZAG,2019-08-14 08_05_40.518.avi,115
./data/images/2019-08-14-08_05_40.518.avi-F120.png,747,381,840,473,LINE_ZIGZAG,2019-08-14 08_05_40.518.avi,120
./data/images/2019-08-14-08_05_40.518.avi-F70.png,629,322,696,331,W_AHEAD,2019-08-14 08_05_40.518.avi,70
./data/images/2019-08-14-08_05_40.518.avi-F71.png,628,322,696,331,W_AHEAD,2019-08-14 08_05_40.518.avi,71
./data/images/2019-08-14-08_05_40.518.avi-F72.png,627,322,696,331,W_AHEAD,2019-08-14 08_05_40.518.avi,72
./data/images/2019-08-14-08_05_40.518.avi-F73.png,626,322,696,332,W_AHEAD,2019-08-14 08_05_40.518.avi,73
./data/images/2019-08-14-08_05_40.518.avi-F74.png,625,322,697,332,W_AHEAD,2019-08-14 08_05_40.518.avi,74
./data/images/2019-08-14-08_05_40.518.avi-F75.png,624,322,697,333,W_AHEAD,2019-08-14 08_05_40.518.avi,75
./data/images/2019-08-14-08_05_40.518.avi-F76.png,623,322,697,333,W_AHEAD,2019-08-14 08_05_40.518.avi,76
./data/images/2019-08-14-08_05_40.518.avi-F77.png,622,322,697,333,W_AHEAD,2019-08-14 08_05_40.518.avi,77
./data/images/2019-08-14-08_05_40.518.avi-F78.png,621,323,697,334,W_AHEAD,2019-08-14 08_05_40.518.avi,78
./data/images/2019-08-14-08_05_40.518.avi-F79.png,621,323,698,334,W_AHEAD,2019-08-14 08_05_40.518.avi,79
./data/images/2019-08-14-08_05_40.518.avi-F80.png,620,323,698,335,W_AHEAD,2019-08-14 08_05_40.518.avi,80
./data/images/2019-08-14-08_05_40.518.avi-F81.png,619,323,698,335,W_AHEAD,2019-08-14 08_05_40.518.avi,81
./data/images/2019-08-14-08_05_40.518.avi-F82.png,619,324,698,336,W_AHEAD,2019-08-14 08_05_40.518.avi,82
./data/images/2019-08-14-08_05_40.518.avi-F83.png,619,324,698,336,W_AHEAD,2019-08-14 08_05_40.518.avi,83
./data/images/2019-08-14-08_05_40.518.avi-F84.png,619,325,699,337,W_AHEAD,2019-08-14 08_05_40.518.avi,84
./data/images/2019-08-14-08_05_40.518.avi-F85.png,618,325,699,338,W_AHEAD,2019-08-14 08_05_40.518.avi,85
./data/images/2019-08-14-08_05_40.518.avi-F86.png,618,325,699,338,W_AHEAD,2019-08-14 08_05_40.518.avi,86
./data/images/2019-08-14-08_05_40.518.avi-F87.png,618,326,700,339,W_AHEAD,2019-08-14 08_05_40.518.avi,87
./data/images/2019-08-14-08_05_40.518.avi-F88.png,617,326,700,340,W_AHEAD,2019-08-14 08_05_40.518.avi,88
./data/images/2019-08-14-08_05_40.518.avi-F89.png,617,327,700,340,W_AHEAD,2019-08-14 08_05_40.518.avi,89
./data/images/2019-08-14-08_05_40.518.avi-F90.png,617,327,700,341,W_AHEAD,2019-08-14 08_05_40.518.avi,90
./data/images/2019-08-14-08_05_40.518.avi-F91.png,617,327,700,341,W_AHEAD,2019-08-14 08_05_40.518.avi,91
./data/images/2019-08-14-08_05_40.518.avi-F92.png,617,327,700,341,W_AHEAD,2019-08-14 08_05_40.518.avi,92
./data/images/2019-08-14-08_05_40.518.avi-F93.png,616,327,701,341,W_AHEAD,2019-08-14 08_05_40.518.avi,93
./data/images/2019-08-14-08_05_40.518.avi-F94.png,616,327,701,341,W_AHEAD,2019-08-14 08_05_40.518.avi,94
./data/images/2019-08-14-08_05_40.518.avi-F95.png,616,327,701,342,W_AHEAD,2019-08-14 08_05_40.518.avi,95
./data/images/2019-08-14-08_05_40.518.avi-F96.png,616,327,701,342,W_AHEAD,2019-08-14 08_05_40.518.avi,96
./data/images/2019-08-14-08_05_40.518.avi-F97.png,616,327,701,342,W_AHEAD,2019-08-14 08_05_40.518.avi,97
./data/images/2019-08-14-08_05_40.518.avi-F98.png,616,328,701,342,W_AHEAD,2019-08-14 08_05_40.518.avi,98
./data/images/2019-08-14-08_05_40.518.avi-F99.png,615,328,701,342,W_AHEAD,2019-08-14 08_05_40.518.avi,99
./data/images/2019-08-14-08_05_40.518.avi-F100.png,615,328,701,343,W_AHEAD,2019-08-14 08_05_40.518.avi,100
./data/images/2019-08-14-08_05_40.518.avi-F101.png,614,328,702,343,W_AHEAD,2019-08-14 08_05_40.518.avi,101
./data/images/2019-08-14-08_05_40.518.avi-F102.png,613,328,703,344,W_AHEAD,2019-08-14 08_05_40.518.avi,102
./data/images/2019-08-14-08_05_40.518.avi-F103.png,612,329,704,345,W_AHEAD,2019-08-14 08_05_40.518.avi,103
./data/images/2019-08-14-08_05_40.518.avi-F104.png,611,329,705,346,W_AHEAD,2019-08-14 08_05_40.518.avi,104
./data/images/2019-08-14-08_05_40.518.avi-F105.png,610,329,706,346,W_AHEAD,2019-08-14 08_05_40.518.avi,105
./data/images/2019-08-14-08_05_40.518.avi-F106.png,609,330,706,347,W_AHEAD,2019-08-14 08_05_40.518.avi,106
./data/images/2019-08-14-08_05_40.518.avi-F107.png,608,330,707,348,W_AHEAD,2019-08-14 08_05_40.518.avi,107
./data/images/2019-08-14-08_05_40.518.avi-F108.png,607,330,708,349,W_AHEAD,2019-08-14 08_05_40.518.avi,108
./data/images/2019-08-14-08_05_40.518.avi-F109.png,606,331,709,349,W_AHEAD,2019-08-14 08_05_40.518.avi,109
./data/images/2019-08-14-08_05_40.518.avi-F110.png,605,331,710,350,W_AHEAD,2019-08-14 08_05_40.518.avi,110
./data/images/2019-08-14-08_05_40.518.avi-F111.png,604,332,710,351,W_AHEAD,2019-08-14 08_05_40.518.avi,111
./data/images/2019-08-14-08_05_40.518.avi-F112.png,603,332,711,352,W_AHEAD,2019-08-14 08_05_40.518.avi,112
./data/images/2019-08-14-08_05_40.518.avi-F113.png,602,333,711,353,W_AHEAD,2019-08-14 08_05_40.518.avi,113
./data/images/2019-08-14-08_05_40.518.avi-F114.png,601,334,712,354,W_AHEAD,2019-08-14 08_05_40.518.avi,114
./data/images/2019-08-14-08_05_40.518.avi-F115.png,600,335,712,355,W_AHEAD,2019-08-14 08_05_40.518.avi,115
./data/images/2019-08-14-08_05_40.518.avi-F116.png,599,335,712,356,W_AHEAD,2019-08-14 08_05_40.518.avi,116
./data/images/2019-08-14-08_05_40.518.avi-F117.png,598,336,713,357,W_AHEAD,2019-08-14 08_05_40.518.avi,117
./data/images/2019-08-14-08_05_40.518.avi-F118.png,597,337,713,358,W_AHEAD,2019-08-14 08_05_40.518.avi,118
./data/images/2019-08-14-08_05_40.518.avi-F119.png,596,337,714,359,W_AHEAD,2019-08-14 08_05_40.518.avi,119
./data/images/2019-08-14-08_05_40.518.avi-F120.png,595,338,714,361,W_AHEAD,2019-08-14 08_05_40.518.avi,120
./data/images/2019-08-14-08_05_40.518.avi-F121.png,594,339,715,361,W_AHEAD,2019-08-14 08_05_40.518.avi,121
./data/images/2019-08-14-08_05_40.518.avi-F122.png,592,339,716,362,W_AHEAD,2019-08-14 08_05_40.518.avi,122
./data/images/2019-08-14-08_05_40.518.avi-F123.png,591,340,717,362,W_AHEAD,2019-08-14 08_05_40.518.avi,123
./data/images/2019-08-14-08_05_40.518.avi-F124.png,590,340,718,363,W_AHEAD,2019-08-14 08_05_40.518.avi,124
./data/images/2019-08-14-08_05_40.518.avi-F125.png,588,340,719,364,W_AHEAD,2019-08-14 08_05_40.518.avi,125
./data/images/2019-08-14-08_05_40.518.avi-F126.png,587,341,720,364,W_AHEAD,2019-08-14 08_05_40.518.avi,126
./data/images/2019-08-14-08_05_40.518.avi-F127.png,586,341,721,365,W_AHEAD,2019-08-14 08_05_40.518.avi,127
./data/images/2019-08-14-08_05_40.518.avi-F128.png,584,342,722,366,W_AHEAD,2019-08-14 08_05_40.518.avi,128
./data/images/2019-08-14-08_05_40.518.avi-F129.png,583,342,723,366,W_AHEAD,2019-08-14 08_05_40.518.avi,129
./data/images/2019-08-14-08_05_40.518.avi-F130.png,581,343,724,367,W_AHEAD,2019-08-14 08_05_40.518.avi,130
./data/images/2019-08-14-08_05_40.518.avi-F131.png,579,345,725,370,W_AHEAD,2019-08-14 08_05_40.518.avi,131
./data/images/2019-08-14-08_05_40.518.avi-F132.png,577,346,726,372,W_AHEAD,2019-08-14 08_05_40.518.avi,132
./data/images/2019-08-14-08_05_40.518.avi-F133.png,574,348,727,374,W_AHEAD,2019-08-14 08_05_40.518.avi,133
./data/images/2019-08-14-08_05_40.518.avi-F134.png,572,350,728,377,W_AHEAD,2019-08-14 08_05_40.518.avi,134
./data/images/2019-08-14-08_05_40.518.avi-F135.png,570,352,729,379,W_AHEAD,2019-08-14 08_05_40.518.avi,135
./data/images/2019-08-14-08_05_40.518.avi-F136.png,567,354,730,382,W_AHEAD,2019-08-14 08_05_40.518.avi,136
./data/images/2019-08-14-08_05_40.518.avi-F137.png,565,356,731,384,W_AHEAD,2019-08-14 08_05_40.518.avi,137
./data/images/2019-08-14-08_05_40.518.avi-F138.png,563,357,732,386,W_AHEAD,2019-08-14 08_05_40.518.avi,138
./data/images/2019-08-14-08_05_40.518.avi-F139.png,560,359,733,389,W_AHEAD,2019-08-14 08_05_40.518.avi,139
